ACP1	0	1.60733691437282e-07	1
ACTB	78188.3190853497	1.60660662349286e-07	94
ACTG1	78188.3190853497	1.60660662349286e-07	94
AFDN	2089.89698355233	1.60655112993561e-07	14
BAIAP2	3791.48043901755	1.60609545346499e-07	15
CDC42	73310.5701045771	1.60713723216254e-07	158
CSNK2A1	142.568452596399	1.6065410640732e-07	6
CSNK2A2	142.568452596399	1.6065410640732e-07	6
CSNK2A3	142.568452596399	1.6065410640732e-07	6
CSNK2B	142.568452596399	1.6065410640732e-07	6
CTNNB1	76290.6829469396	1.60690428924534e-07	149
CTNND1	4988.49489715841	1.60679817024252e-07	16
EGFR	232127.853598913	1.60719224960467e-07	654
ERBB2	6968.32365105465	1.60714988842362e-07	255
FARP2	0	1.60661281836037e-07	5
FER	35.2049663213192	1.60745137298852e-07	3
FYN	54373.9525584192	1.60716022021309e-07	59
IGF1R	42600.6390804316	1.60731211284874e-07	417
IQGAP1	2973.8870644578	1.60689912497915e-07	13
MAP3K7	49963.2906211622	1.60706620582436e-07	167
MET	9808.91517302836	1.60711682758995e-07	300
NECTIN1	0	1.60699157036502e-07	3
NECTIN2	0	1.60795151318689e-07	3
NECTIN3	0	1.60794996188355e-07	2
NECTIN4	0	1.60699157036502e-07	1
NLK	741.59667646647	1.60492236107832e-07	9
PARD3	17935.9304519832	1.60655913109571e-07	22
PTPN1	0	1.60746842690889e-07	7
PTPN6	25126.3746122045	1.60711269508138e-07	47
PTPRB	0	1.60733691437282e-07	1
PTPRF	2035	1.60746842690889e-07	8
PTPRJ	0	1.60723073822358e-07	1
PTPRM	0	1.60745137298852e-07	2
RAC1	221190.815964895	1.6072759453314e-07	325
RAC2	64610.1006625156	1.60717158533495e-07	231
RAC3	57800.1866869532	1.60716874403941e-07	216
RHOA	132737.375563727	1.6069675542002e-07	178
SRC	362422.911463252	1.60720335686922e-07	206
WAS	6950.88843249667	1.60609622732814e-07	21
WASF1	3267.74866032837	1.60609106825453e-07	54
WASF2	7867.04739520918	1.60609622732814e-07	55
WASF3	818.87766364319	1.60609106825453e-07	35
WASL	14708.7262742322	1.60609622732814e-07	50
YES1	0	1.60855312737312e-07	3
