AKT1	240651.218592494	1.60745499045654e-07	588
AKT2	240651.218592494	1.60745499045654e-07	588
AKT3	240651.218592494	1.60745499045654e-07	588
EGFR	232127.853598913	1.60719224960467e-07	654
ERBB2	6968.32365105465	1.60714988842362e-07	255
FGFR1	6465.76493428654	1.607094357331e-07	340
FGFR2	2031.62862037406	1.6070930659559e-07	306
FGFR3	12343.7547369813	1.6070930659559e-07	291
FLT3	6528.24461666822	1.60696445539251e-07	177
HIF1A	18487.4109112383	1.60571042008114e-07	28
HRAS	113993.82934381	1.60728085368472e-07	527
KIT	2878.527543165	1.60702204352137e-07	258
KRAS	125209.183774663	1.60728085368472e-07	552
MAP2K1	13767.9332363926	1.60697065301984e-07	333
MAP2K2	9664.17246446593	1.60697039478442e-07	290
MAPK1	241842.648840716	1.60735138228201e-07	569
MAPK3	241842.648840716	1.60735138228201e-07	569
MET	9808.91517302836	1.60711682758995e-07	300
MTOR	186797.866467536	1.60716280318122e-07	261
MYC	5337.47024611313	1.60449901523873e-07	19
NRAS	112875.721894987	1.60728085368472e-07	514
NTRK1	6853.31184116428	1.60699673522543e-07	190
NTRK3	3.74644481643422	1.60785378692175e-07	14
PDGFRA	30872.0844291799	1.60710778775506e-07	445
PDGFRB	24934.6340223889	1.60710778775506e-07	442
PDHA1	0	7.26723588502942e-08	2
PDHA2	0	7.26723588502942e-08	2
PDHB	0	7.26723588502942e-08	2
PDK1	7791.51382537517	1.60691487609481e-07	17
PIK3CA	142449.837178725	1.60734776528029e-07	502
PIK3CB	142449.837178725	1.60734776528029e-07	502
PIK3CD	142449.837178725	1.60734776528029e-07	502
PIK3R1	141170.295711891	1.60734776528029e-07	496
PIK3R2	141170.295711891	1.60734776528029e-07	496
PIK3R3	141170.295711891	1.60734776528029e-07	496
RAF1	33120.5200545249	1.6070755034606e-07	434
RET	0	1.60771471552533e-07	3
SCO2	0	7.26723588502942e-08	1
SIRT6	0	1.60617439134825e-07	2
SLC7A5	0	7.26723588502942e-08	1
TP53	74591.2429419064	1.60605624537456e-07	93
