ACTB	78188.3190853497	1.60660662349286e-07	94
ACTG1	78188.3190853497	1.60660662349286e-07	94
ARHGAP35	1401.93856253866	1.606443251107e-07	6
ARHGAP5	678.000000000001	1.60740021339845e-07	3
CDC42	73310.5701045771	1.60713723216254e-07	158
CYBA	6028.71712054846	1.60685419726385e-07	15
CYBB	21350.1070702869	1.60714523916169e-07	21
GNAI1	83522.7143553749	1.60745266493951e-07	484
GNAI2	83522.7143553749	1.60745266493951e-07	484
GNAI3	83522.7143553749	1.60745266493951e-07	484
ICAM1	729.185482665617	1.60688931296483e-07	14
ITGA4	1408.07339220693	1.60692313909864e-07	154
ITGAL	6046.75709839172	1.60694353875321e-07	31
ITGAM	15380.6659779789	1.60711166195756e-07	23
ITGB1	77650.6818178569	1.60754207299302e-07	271
ITGB2	27938.6884328604	1.60711966870192e-07	39
ITK	1764.39459087706	1.60674860120484e-07	26
MAPK11	94702.4173586808	1.60727542866438e-07	238
MAPK12	94702.4173586808	1.60727542866438e-07	238
MAPK13	94702.4173586808	1.60727542866438e-07	238
MAPK14	94702.4173586808	1.60727542866438e-07	238
MMP2	56795.7708226008	1.60671323350074e-07	14
MMP9	123526.838324491	1.60695722488772e-07	15
MYL10	1222.00919185412	1.60608410355773e-07	26
MYL12A	1897.09580502351	1.60608410355773e-07	38
MYL12B	1897.09580502351	1.60608410355773e-07	38
MYL2	11598.7176007537	1.60610602965932e-07	56
MYL5	1223.21806459717	1.60608410355773e-07	28
MYL7	1222.00919185412	1.60608410355773e-07	26
MYL9	3783.32981959579	1.60608410355773e-07	59
MYLPF	1222.00919185412	1.60608410355773e-07	26
NCF1	11719.5826681534	1.60685419726385e-07	21
NCF2	7158.74014591658	1.60685419726385e-07	16
NCF4	4574.52849145395	1.60685419726385e-07	10
PIK3CA	142449.837178725	1.60734776528029e-07	502
PIK3CB	142449.837178725	1.60734776528029e-07	502
PIK3CD	142449.837178725	1.60734776528029e-07	502
PIK3R1	141170.295711891	1.60734776528029e-07	496
PIK3R2	141170.295711891	1.60734776528029e-07	496
PIK3R3	141170.295711891	1.60734776528029e-07	496
PLCG1	107169.506367984	1.60717804286215e-07	116
PLCG2	134720.100907316	1.60718320892128e-07	126
PRKCA	125955.285611348	1.60750408627539e-07	185
PRKCB	138117.337984123	1.60749064922689e-07	186
PRKCG	88981.653144375	1.60744258777681e-07	148
RAC1	221190.815964895	1.6072759453314e-07	325
RAC2	64610.1006625156	1.60717158533495e-07	231
RAP1A	62638.9292153794	1.60739220385848e-07	105
RAP1B	56249.6641089287	1.60739220385848e-07	103
RAPGEF3	8499.77508429657	1.60713025838958e-07	32
RAPGEF4	15226.4575428093	1.60713464927661e-07	34
RASSF5	46764.0818457131	1.6071408482168e-07	34
RHOA	132737.375563727	1.6069675542002e-07	178
ROCK1	26439.5434103238	1.60694173116797e-07	94
ROCK2	53253.7377682942	1.60694637925252e-07	112
SIPA1	793.835577003174	1.60686762367417e-07	5
THY1	0	1.60783388117593e-07	2
TXK	255.322516921975	1.6063681574138e-07	9
VAV1	9139.00097284916	1.6068903458028e-07	66
VAV2	9139.00097284916	1.6068903458028e-07	66
VAV3	9139.00097284916	1.6068903458028e-07	66
VCAM1	320.749951908646	1.60662520823871e-07	8
